RAS2D_TS_Name,Datetime,Concentration
Flow_TS_154,4/4/2010 20:00,43.21891
Flow_TS_154,4/4/2010 21:00,41.11527
Flow_TS_154,4/4/2010 22:00,39.151
Flow_TS_154,4/4/2010 23:00,37.22698
Flow_TS_154,4/5/2010 0:00,35.41951
Flow_TS_154,4/5/2010 1:00,33.74637
Flow_TS_154,4/5/2010 2:00,32.1188
Flow_TS_154,4/5/2010 3:00,30.61268
Flow_TS_154,4/5/2010 4:00,29.1431
Flow_TS_154,4/5/2010 5:00,27.79224
Flow_TS_154,4/5/2010 6:00,26.47722
Flow_TS_154,4/5/2010 7:00,25.28169
Flow_TS_154,4/5/2010 8:00,24.23477
Flow_TS_154,4/5/2010 9:00,23.156
Flow_TS_154,4/5/2010 10:00,22.17544
Flow_TS_154,4/5/2010 11:00,21.26999
Flow_TS_154,4/5/2010 12:00,20.43223
Flow_TS_154,4/5/2010 13:00,19.64858
Flow_TS_154,4/5/2010 14:00,18.92625
Flow_TS_154,4/5/2010 15:00,18.24501
Flow_TS_154,4/5/2010 16:00,17.6211
Flow_TS_154,4/5/2010 17:00,17.04906
Flow_TS_154,4/5/2010 18:00,16.51552
Flow_TS_154,4/5/2010 19:00,16.0279
Flow_TS_154,4/5/2010 20:00,15.56576
Flow_TS_154,4/5/2010 21:00,15.14541
Flow_TS_154,4/5/2010 22:00,14.76104
Flow_TS_154,4/5/2010 23:00,14.4109
Flow_TS_154,4/6/2010 0:00,14.08281
Flow_TS_154,4/6/2010 1:00,14.10787
Flow_TS_154,4/6/2010 2:00,14.31633
Flow_TS_154,4/6/2010 3:00,14.42133
Flow_TS_154,4/6/2010 4:00,14.40481
Flow_TS_154,4/6/2010 5:00,14.31864
Flow_TS_154,4/6/2010 6:00,14.17633
Flow_TS_154,4/6/2010 7:00,14.02716
Flow_TS_154,4/6/2010 8:00,13.88079
Flow_TS_154,4/6/2010 9:00,13.74492
Flow_TS_154,4/6/2010 10:00,13.60912
Flow_TS_154,4/6/2010 11:00,13.50223
Flow_TS_154,4/6/2010 12:00,13.41942
Flow_TS_154,4/6/2010 13:00,13.34389
Flow_TS_154,4/6/2010 14:00,13.286
Flow_TS_154,4/6/2010 15:00,13.24939
Flow_TS_154,4/6/2010 16:00,13.21985
Flow_TS_154,4/6/2010 17:00,13.22419
Flow_TS_154,4/6/2010 18:00,13.24008
Flow_TS_154,4/6/2010 19:00,13.27592
Flow_TS_154,4/6/2010 20:00,13.33472
Flow_TS_154,4/6/2010 21:00,13.40157
Flow_TS_154,4/6/2010 22:00,13.50384
Flow_TS_154,4/6/2010 23:00,13.61857
Flow_TS_154,4/7/2010 0:00,13.7543
Flow_TS_154,4/7/2010 1:00,13.65826
Flow_TS_154,4/7/2010 2:00,13.52575
Flow_TS_154,4/7/2010 3:00,13.5009
Flow_TS_154,4/7/2010 4:00,13.573
Flow_TS_154,4/7/2010 5:00,13.70369
Flow_TS_154,4/7/2010 6:00,13.89745
Flow_TS_154,4/7/2010 7:00,14.13545
Flow_TS_154,4/7/2010 8:00,14.42231
Flow_TS_154,4/7/2010 9:00,14.74354
Flow_TS_154,4/7/2010 10:00,15.0934
Flow_TS_154,4/7/2010 11:00,15.46937
Flow_TS_154,4/7/2010 12:00,15.89917
Flow_TS_154,4/7/2010 13:00,16.36341
Flow_TS_154,4/7/2010 14:00,16.87014
Flow_TS_154,4/7/2010 15:00,17.42216
Flow_TS_154,4/7/2010 16:00,18.02066
Flow_TS_154,4/7/2010 17:00,18.6809
Flow_TS_154,4/7/2010 18:00,19.39378
Flow_TS_154,4/7/2010 19:00,20.17106
Flow_TS_154,4/7/2010 20:00,21.01715
Flow_TS_154,4/7/2010 21:00,21.91924
Flow_TS_154,4/7/2010 22:00,22.90274
Flow_TS_154,4/7/2010 23:00,23.97668
Flow_TS_154,4/8/2010 0:00,25.13
Flow_TS_154,4/8/2010 1:00,24.55194
Flow_TS_154,4/8/2010 2:00,24.5805
Flow_TS_154,4/8/2010 3:00,25.11754
Flow_TS_154,4/8/2010 4:00,25.97749
Flow_TS_154,4/8/2010 5:00,27.01587
Flow_TS_154,4/8/2010 6:00,28.11221
Flow_TS_154,4/8/2010 7:00,16.00074
Flow_TS_154,4/8/2010 8:00,9.30636
Flow_TS_154,4/8/2010 9:00,7.06083
Flow_TS_154,4/8/2010 10:00,8.4042
Flow_TS_154,4/8/2010 11:00,4.82979
Flow_TS_154,4/8/2010 12:00,111.54045
Flow_TS_154,4/8/2010 13:00,110.00906
Flow_TS_154,4/8/2010 14:00,56.6006
Flow_TS_154,4/8/2010 15:00,37.20339
Flow_TS_154,4/8/2010 16:00,31.33767
Flow_TS_154,4/8/2010 17:00,34.02049
Flow_TS_154,4/8/2010 18:00,38.54375
Flow_TS_154,4/8/2010 19:00,43.29038
Flow_TS_154,4/8/2010 20:00,47.58866
Flow_TS_154,4/8/2010 21:00,51.4479
Flow_TS_154,4/8/2010 22:00,54.92144
Flow_TS_154,4/8/2010 23:00,58.22432
Flow_TS_154,4/9/2010 0:00,61.29046
Flow_TS_154,4/9/2010 1:00,67.07743
Flow_TS_154,4/9/2010 2:00,72.07109
Flow_TS_154,4/9/2010 3:00,76.45435
Flow_TS_154,4/9/2010 4:00,80.43147
Flow_TS_154,4/9/2010 5:00,84.15883
Flow_TS_154,4/9/2010 6:00,87.7408
Flow_TS_154,4/9/2010 7:00,91.24262
Flow_TS_154,4/9/2010 8:00,89.84213
Flow_TS_154,4/9/2010 9:00,90.19857
Flow_TS_154,4/9/2010 10:00,91.44681
Flow_TS_154,4/9/2010 11:00,93.23503
Flow_TS_154,4/9/2010 12:00,95.13637
Flow_TS_154,4/9/2010 13:00,97.15839
Flow_TS_154,4/9/2010 14:00,104.08958
Flow_TS_154,4/9/2010 15:00,109.21638
Flow_TS_154,4/9/2010 16:00,112.89012
Flow_TS_154,4/9/2010 17:00,115.60108
Flow_TS_154,4/9/2010 18:00,117.55114
Flow_TS_154,4/9/2010 19:00,119.01281
Flow_TS_154,4/9/2010 20:00,120.00807
Flow_TS_154,4/9/2010 21:00,120.57017
Flow_TS_154,4/9/2010 22:00,120.84478
Flow_TS_154,4/9/2010 23:00,120.64794
Flow_TS_154,4/10/2010 0:00,120.28261
Flow_TS_154,4/10/2010 1:00,125.87456
Flow_TS_154,4/10/2010 2:00,128.7293
Flow_TS_154,4/10/2010 3:00,129.68137
Flow_TS_154,4/10/2010 4:00,118.77173
Flow_TS_154,4/10/2010 5:00,112.29309
Flow_TS_154,4/10/2010 6:00,107.86258
Flow_TS_154,4/10/2010 7:00,104.39807
Flow_TS_154,4/10/2010 8:00,101.24254
Flow_TS_154,4/10/2010 9:00,98.30688
Flow_TS_154,4/10/2010 10:00,95.50422
Flow_TS_154,4/10/2010 11:00,92.54196
Flow_TS_154,4/10/2010 12:00,89.6532
Flow_TS_154,4/10/2010 13:00,86.67498
Flow_TS_154,4/10/2010 14:00,90.20991
Flow_TS_154,4/10/2010 15:00,90.98656
Flow_TS_154,4/10/2010 16:00,89.96239
Flow_TS_154,4/10/2010 17:00,87.77671
Flow_TS_154,4/10/2010 18:00,84.89558
Flow_TS_154,4/10/2010 19:00,81.62497
Flow_TS_154,4/10/2010 20:00,78.28744
Flow_TS_154,4/10/2010 21:00,74.84897
Flow_TS_154,4/10/2010 22:00,71.48379
Flow_TS_154,4/10/2010 23:00,68.11833
Flow_TS_154,4/11/2010 0:00,64.8809
Flow_TS_154,4/11/2010 1:00,63.86919
Flow_TS_154,4/11/2010 2:00,62.0018
Flow_TS_154,4/11/2010 3:00,59.52933
Flow_TS_154,4/11/2010 4:00,57.00121
Flow_TS_154,4/11/2010 5:00,54.19855
Flow_TS_154,4/11/2010 6:00,51.57411
Flow_TS_154,4/11/2010 7:00,48.98362
Flow_TS_154,4/11/2010 8:00,46.54293
Flow_TS_154,4/11/2010 9:00,44.13962
Flow_TS_154,4/11/2010 10:00,41.90137
Flow_TS_154,4/11/2010 11:00,36.2509
Flow_TS_154,4/11/2010 12:00,32.73564
Flow_TS_154,4/11/2010 13:00,32.73858
Flow_TS_154,4/11/2010 14:00,32.29947
Flow_TS_154,4/11/2010 15:00,31.42685
Flow_TS_154,4/11/2010 16:00,30.34311
Flow_TS_154,4/11/2010 17:00,29.17446
Flow_TS_154,4/11/2010 18:00,27.99132
Flow_TS_154,4/11/2010 19:00,26.82379
Flow_TS_154,4/11/2010 20:00,25.7117
Flow_TS_154,4/11/2010 21:00,24.65841
Flow_TS_154,4/11/2010 22:00,23.68597
Flow_TS_154,4/11/2010 23:00,22.76974
Flow_TS_154,4/12/2010 0:00,21.91994
Flow_TS_154,4/12/2010 1:00,21.65415
Flow_TS_154,4/12/2010 2:00,21.29267
Flow_TS_154,4/12/2010 3:00,20.82598
Flow_TS_154,4/12/2010 4:00,20.31876
Flow_TS_154,4/12/2010 5:00,19.78256
Flow_TS_154,4/12/2010 6:00,19.25574
Flow_TS_154,4/12/2010 7:00,18.75972
Flow_TS_154,4/12/2010 8:00,18.2868
Flow_TS_154,4/12/2010 9:00,17.85644
Flow_TS_154,4/12/2010 10:00,17.45709
Flow_TS_154,4/12/2010 11:00,17.10562
Flow_TS_154,4/12/2010 12:00,16.78852
Flow_TS_154,4/12/2010 13:00,16.4815
Flow_TS_154,4/12/2010 14:00,16.23664
Flow_TS_154,4/12/2010 15:00,15.99178
Flow_TS_154,4/12/2010 16:00,15.78612
Flow_TS_154,4/12/2010 17:00,15.61322
Flow_TS_154,4/12/2010 18:00,15.47098
Flow_TS_154,4/12/2010 19:00,15.35891
Flow_TS_154,4/12/2010 20:00,15.25664
Flow_TS_154,4/12/2010 21:00,15.17775
Flow_TS_154,4/12/2010 22:00,15.127
Flow_TS_154,4/12/2010 23:00,15.10628
Flow_TS_154,4/13/2010 0:00,15.11636
Flow_TS_154,4/13/2010 1:00,15.31425
Flow_TS_154,4/13/2010 2:00,15.55162
Flow_TS_154,4/13/2010 3:00,15.77044
Flow_TS_154,4/13/2010 4:00,15.97421
Flow_TS_154,4/13/2010 5:00,16.15558
Flow_TS_154,4/13/2010 6:00,16.36558
Flow_TS_154,4/13/2010 7:00,16.58062
Flow_TS_154,4/13/2010 8:00,16.81813
Flow_TS_154,4/13/2010 9:00,17.08581
Flow_TS_154,4/13/2010 10:00,17.38702
Flow_TS_154,4/13/2010 11:00,17.72379
Flow_TS_154,4/13/2010 12:00,18.09731
Flow_TS_154,4/13/2010 13:00,18.50828
Flow_TS_154,4/13/2010 14:00,18.95733
Flow_TS_154,4/13/2010 15:00,19.46868
Flow_TS_154,4/13/2010 16:00,20.02728
Flow_TS_154,4/13/2010 17:00,20.62823
Flow_TS_154,4/13/2010 18:00,21.29421
Flow_TS_154,4/13/2010 19:00,22.03341
Flow_TS_154,4/13/2010 20:00,22.8249
Flow_TS_154,4/13/2010 21:00,23.71033
Flow_TS_154,4/13/2010 22:00,24.6561
Flow_TS_154,4/13/2010 23:00,25.69973
Flow_TS_154,4/14/2010 0:00,26.8303
Flow_TS_154,4/14/2010 1:00,29.08724
Flow_TS_154,4/14/2010 2:00,31.28531
Flow_TS_154,4/14/2010 3:00,33.38951
Flow_TS_154,4/14/2010 4:00,35.48055
Flow_TS_154,4/14/2010 5:00,37.60008
Flow_TS_154,4/14/2010 6:00,39.7873
Flow_TS_154,4/14/2010 7:00,42.09891
Flow_TS_154,4/14/2010 8:00,44.56368
Flow_TS_154,4/14/2010 9:00,47.19729
Flow_TS_154,4/14/2010 10:00,50.00898
Flow_TS_154,4/14/2010 11:00,53.06196
Flow_TS_154,4/14/2010 12:00,56.49574
Flow_TS_154,4/14/2010 13:00,59.78217
Flow_TS_154,4/14/2010 14:00,63.61061
Flow_TS_154,4/14/2010 15:00,67.63785
Flow_TS_154,4/14/2010 16:00,72.0398
Flow_TS_154,4/14/2010 17:00,76.58616
Flow_TS_154,4/14/2010 18:00,81.49239
Flow_TS_154,4/14/2010 19:00,86.54002
Flow_TS_154,4/14/2010 20:00,91.95039
Flow_TS_154,4/14/2010 21:00,97.80113
Flow_TS_154,4/14/2010 22:00,104.12136
Flow_TS_154,4/14/2010 23:00,110.62576
Flow_TS_154,4/15/2010 0:00,117.21808
Flow_TS_154,4/15/2010 1:00,137.34574
Flow_TS_154,4/15/2010 2:00,155.17271
Flow_TS_154,4/15/2010 3:00,170.95561
Flow_TS_154,4/15/2010 4:00,184.62829
Flow_TS_154,4/15/2010 5:00,197.72991
Flow_TS_154,4/15/2010 6:00,209.90522
Flow_TS_154,4/15/2010 7:00,221.97315
Flow_TS_154,4/15/2010 8:00,233.91774
Flow_TS_154,4/15/2010 9:00,246.18986
Flow_TS_154,4/15/2010 10:00,258.17722
Flow_TS_154,4/15/2010 11:00,270.09059
Flow_TS_154,4/15/2010 12:00,282.01341
Flow_TS_154,4/15/2010 13:00,293.98103
Flow_TS_154,4/15/2010 14:00,305.60236
Flow_TS_154,4/15/2010 15:00,317.15236
Flow_TS_154,4/15/2010 16:00,328.31568
Flow_TS_154,4/15/2010 17:00,338.9827
Flow_TS_154,4/15/2010 18:00,349.52582
Flow_TS_154,4/15/2010 19:00,359.2435
Flow_TS_154,4/15/2010 20:00,368.30584
Flow_TS_154,4/15/2010 21:00,376.76674
Flow_TS_154,4/15/2010 22:00,384.64062
Flow_TS_154,4/15/2010 23:00,391.50874
Flow_TS_154,4/16/2010 0:00,397.2213
Flow_TS_154,4/16/2010 1:00,340.9728
Flow_TS_154,4/16/2010 2:00,317.15215
Flow_TS_154,4/16/2010 3:00,305.98498
Flow_TS_154,4/16/2010 4:00,300.23518
Flow_TS_154,4/16/2010 5:00,296.78733
Flow_TS_154,4/16/2010 6:00,294.43358
Flow_TS_154,4/16/2010 7:00,291.87998
Flow_TS_154,4/16/2010 8:00,289.44741
Flow_TS_154,4/16/2010 9:00,286.54416
Flow_TS_154,4/16/2010 10:00,282.91809
Flow_TS_154,4/16/2010 11:00,278.75925
Flow_TS_154,4/16/2010 12:00,274.11461
Flow_TS_154,4/16/2010 13:00,268.68086
Flow_TS_154,4/16/2010 14:00,262.96445
Flow_TS_154,4/16/2010 15:00,256.51409
Flow_TS_154,4/16/2010 16:00,249.7922
Flow_TS_154,4/16/2010 17:00,242.64289
Flow_TS_154,4/16/2010 18:00,235.32264
Flow_TS_154,4/16/2010 19:00,227.60472
Flow_TS_154,4/16/2010 20:00,219.7237
Flow_TS_154,4/16/2010 21:00,211.75868
Flow_TS_154,4/16/2010 22:00,203.73626
Flow_TS_154,4/16/2010 23:00,192.37659
Flow_TS_154,4/17/2010 0:00,185.50126
Flow_TS_154,4/17/2010 1:00,160.62466
Flow_TS_154,4/17/2010 2:00,145.8149
Flow_TS_154,4/17/2010 3:00,135.35347
Flow_TS_154,4/17/2010 4:00,126.95788
Flow_TS_154,4/17/2010 5:00,119.58485
Flow_TS_154,4/17/2010 6:00,113.23634
Flow_TS_154,4/17/2010 7:00,107.31112
Flow_TS_154,4/17/2010 8:00,101.5616
Flow_TS_154,4/17/2010 9:00,96.13751
Flow_TS_154,4/17/2010 10:00,91.07791
Flow_TS_154,4/17/2010 11:00,86.13199
Flow_TS_154,4/17/2010 12:00,81.47104
Flow_TS_154,4/17/2010 13:00,77.15295
Flow_TS_154,4/17/2010 14:00,72.93727
Flow_TS_154,4/17/2010 15:00,69.00376
Flow_TS_154,4/17/2010 16:00,65.15257
Flow_TS_154,4/17/2010 17:00,61.579
Flow_TS_154,4/17/2010 18:00,58.35116
Flow_TS_154,4/17/2010 19:00,55.22944
Flow_TS_154,4/17/2010 20:00,52.13264
Flow_TS_154,4/17/2010 21:00,49.29925
Flow_TS_154,4/17/2010 22:00,46.78548
Flow_TS_154,4/17/2010 23:00,44.39813
Flow_TS_154,4/18/2010 0:00,42.17934
Flow_TS_154,4/18/2010 1:00,40.59083
Flow_TS_154,4/18/2010 2:00,38.91209
Flow_TS_154,4/18/2010 3:00,37.23531
Flow_TS_154,4/18/2010 4:00,35.59913
Flow_TS_154,4/18/2010 5:00,30.33121
Flow_TS_154,4/18/2010 6:00,27.26899
Flow_TS_154,4/18/2010 7:00,25.25943
Flow_TS_154,4/18/2010 8:00,25.90231
Flow_TS_154,4/18/2010 9:00,23.98837
Flow_TS_154,4/18/2010 10:00,22.50045
Flow_TS_154,4/18/2010 11:00,21.37492
Flow_TS_154,4/18/2010 12:00,20.49222
Flow_TS_154,4/18/2010 13:00,19.75393
Flow_TS_154,4/18/2010 14:00,20.46359
Flow_TS_154,4/18/2010 15:00,21.08701
Flow_TS_154,4/18/2010 16:00,21.37268
Flow_TS_154,4/18/2010 17:00,21.38367
Flow_TS_154,4/18/2010 18:00,21.2072
Flow_TS_154,4/18/2010 19:00,20.92783
Flow_TS_154,4/18/2010 20:00,20.60499
Flow_TS_154,4/18/2010 21:00,20.27585
Flow_TS_154,4/18/2010 22:00,19.96204
Flow_TS_154,4/18/2010 23:00,19.67602
Flow_TS_154,4/19/2010 0:00,19.42472
Flow_TS_154,4/19/2010 1:00,19.62905
Flow_TS_154,4/19/2010 2:00,19.80223
Flow_TS_154,4/19/2010 3:00,19.90331
Flow_TS_154,4/19/2010 4:00,19.9262
Flow_TS_154,4/19/2010 5:00,19.92494
Flow_TS_154,4/19/2010 6:00,19.93173
Flow_TS_154,4/19/2010 7:00,19.96512
Flow_TS_154,4/19/2010 8:00,20.00264
Flow_TS_154,4/19/2010 9:00,20.10533
Flow_TS_154,4/19/2010 10:00,20.22888
Flow_TS_154,4/19/2010 11:00,20.35901
Flow_TS_154,4/19/2010 12:00,20.55823
Flow_TS_154,4/19/2010 13:00,20.81485
Flow_TS_154,4/19/2010 14:00,21.09156
Flow_TS_154,4/19/2010 15:00,21.40957
Flow_TS_154,4/19/2010 16:00,21.7763
Flow_TS_154,4/19/2010 17:00,22.19455
Flow_TS_154,4/19/2010 18:00,22.69946
Flow_TS_154,4/19/2010 19:00,23.23531
Flow_TS_154,4/19/2010 20:00,23.8175
Flow_TS_154,4/19/2010 21:00,24.48551
Flow_TS_154,4/19/2010 22:00,25.21904
Flow_TS_154,4/19/2010 23:00,26.01144
Flow_TS_154,4/20/2010 0:00,26.89512
Flow_TS_154,4/20/2010 1:00,24.70909
Flow_TS_154,4/20/2010 2:00,23.82352
Flow_TS_154,4/20/2010 3:00,23.68303
Flow_TS_154,4/20/2010 4:00,23.99838
Flow_TS_154,4/20/2010 5:00,24.60731
Flow_TS_154,4/20/2010 6:00,25.41714
Flow_TS_154,4/20/2010 7:00,26.39798
Flow_TS_154,4/20/2010 8:00,27.5037
Flow_TS_154,4/20/2010 9:00,28.73521
Flow_TS_154,4/20/2010 10:00,30.0888
Flow_TS_154,4/20/2010 11:00,31.56125
Flow_TS_154,4/20/2010 12:00,33.15039
Flow_TS_154,4/20/2010 13:00,34.87883
Flow_TS_154,4/20/2010 14:00,36.75413
Flow_TS_154,4/20/2010 15:00,38.77916
Flow_TS_154,4/20/2010 16:00,40.95532
Flow_TS_154,4/20/2010 17:00,43.4266
Flow_TS_154,4/20/2010 18:00,45.97999
Flow_TS_154,4/20/2010 19:00,48.56747
Flow_TS_154,4/20/2010 20:00,51.41241
Flow_TS_154,4/20/2010 21:00,54.59188
Flow_TS_154,4/20/2010 22:00,57.89231
Flow_TS_154,4/20/2010 23:00,61.48289
Flow_TS_154,4/21/2010 0:00,65.1805
Flow_TS_154,4/21/2010 1:00,81.37059
Flow_TS_154,4/21/2010 2:00,97.05605
Flow_TS_154,4/21/2010 3:00,110.89155
Flow_TS_154,4/21/2010 4:00,123.14568
Flow_TS_154,4/21/2010 5:00,134.01346
Flow_TS_154,4/21/2010 6:00,144.67264
Flow_TS_154,4/21/2010 7:00,154.58149
Flow_TS_154,4/21/2010 8:00,164.86533
Flow_TS_154,4/21/2010 9:00,175.19817
Flow_TS_154,4/21/2010 10:00,185.51379
Flow_TS_154,4/21/2010 11:00,158.66053
Flow_TS_154,4/21/2010 12:00,151.03732
Flow_TS_154,4/21/2010 13:00,180.16768
Flow_TS_154,4/21/2010 14:00,205.36908
Flow_TS_154,4/21/2010 15:00,226.38056
Flow_TS_154,4/21/2010 16:00,244.08118
Flow_TS_154,4/21/2010 17:00,259.91952
Flow_TS_154,4/21/2010 18:00,274.07366
Flow_TS_154,4/21/2010 19:00,287.287
Flow_TS_154,4/21/2010 20:00,299.5734
Flow_TS_154,4/21/2010 21:00,311.85777
Flow_TS_154,4/21/2010 22:00,323.27449
Flow_TS_154,4/21/2010 23:00,334.38685
Flow_TS_154,4/22/2010 0:00,344.98926
Flow_TS_154,4/22/2010 1:00,345.66231
Flow_TS_154,4/22/2010 2:00,350.04144
Flow_TS_154,4/22/2010 3:00,355.30439
Flow_TS_154,4/22/2010 4:00,361.35981
Flow_TS_154,4/22/2010 5:00,367.17394
Flow_TS_154,4/22/2010 6:00,372.67853
Flow_TS_154,4/22/2010 7:00,377.38281
Flow_TS_154,4/22/2010 8:00,381.47844
Flow_TS_154,4/22/2010 9:00,384.60541
Flow_TS_154,4/22/2010 10:00,386.62498
Flow_TS_154,4/22/2010 11:00,387.88008
Flow_TS_154,4/22/2010 12:00,387.67365
Flow_TS_154,4/22/2010 13:00,386.97204
Flow_TS_154,4/22/2010 14:00,384.88548
Flow_TS_154,4/22/2010 15:00,381.91594
Flow_TS_154,4/22/2010 16:00,378.22995
Flow_TS_154,4/22/2010 17:00,373.47289
Flow_TS_154,4/22/2010 18:00,367.5189
Flow_TS_154,4/22/2010 19:00,361.1391
Flow_TS_154,4/22/2010 20:00,353.77272
Flow_TS_154,4/22/2010 21:00,346.04759
Flow_TS_154,4/22/2010 22:00,337.35058
Flow_TS_154,4/22/2010 23:00,328.29566
Flow_TS_154,4/23/2010 0:00,318.67577
Flow_TS_154,4/23/2010 1:00,249.4226
Flow_TS_154,4/23/2010 2:00,217.7245
Flow_TS_154,4/23/2010 3:00,199.24394
Flow_TS_154,4/23/2010 4:00,186.5129
Flow_TS_154,4/23/2010 5:00,176.53657
Flow_TS_154,4/23/2010 6:00,167.94113
Flow_TS_154,4/23/2010 7:00,160.04996
Flow_TS_154,4/23/2010 8:00,152.51698
Flow_TS_154,4/23/2010 9:00,145.16173
Flow_TS_154,4/23/2010 10:00,138.16124
Flow_TS_154,4/23/2010 11:00,129.563
Flow_TS_154,4/23/2010 12:00,22.90309
Flow_TS_154,4/23/2010 13:00,21.5509
Flow_TS_154,4/23/2010 14:00,32.74159
Flow_TS_154,4/23/2010 15:00,45.53514
Flow_TS_154,4/23/2010 16:00,10.49279
Flow_TS_154,4/23/2010 17:00,4.0467
Flow_TS_154,4/23/2010 18:00,304.96998
Flow_TS_154,4/23/2010 19:00,147.18368
Flow_TS_154,4/23/2010 20:00,55.53688
Flow_TS_154,4/23/2010 21:00,38.41418
Flow_TS_154,4/23/2010 22:00,33.50445
Flow_TS_154,4/23/2010 23:00,33.9318
Flow_TS_154,4/24/2010 0:00,36.45138
Flow_TS_154,4/24/2010 1:00,39.89832
Flow_TS_154,4/24/2010 2:00,42.07504
Flow_TS_154,4/24/2010 3:00,42.85582
Flow_TS_154,4/24/2010 4:00,42.41111
Flow_TS_154,4/24/2010 5:00,41.27634
